date,channel,channel_title,views,forwards,reactions,er,text,links,keywords,post_url
2026-03-23 15:06,bitkogan,bitkogan,37049,37,185,0.599,"**Обладатели накопительного счета в Альфа-Банке могут забрать миллион рублей **

За каждые внесенные 10 тысяч рублей получаем шанс выиграть деньги — счастливчиков определяют каждый четверг до 14 мая. 

Ближайший розыгрыш [пройдет](https://alfa.me/06Hc6D?erid=2VtzqxHBXCy) 26 марта. 

💰[Подписывайтесь на bitkogan в MAX](https://max.ru/Bitkogan)",https://alfa.me/06Hc6D?erid=2VtzqxHBXCy) | https://max.ru/Bitkogan) | https://alfa.me/06Hc6D?erid=2VtzqxHBXCy | https://max.ru/Bitkogan,"erid, маркировка_рекламы",https://t.me/bitkogan/28536
2026-03-24 09:12,bitkogan,bitkogan,36051,27,97,0.344,"**Запускаем акцию на пакет «Рынок РФ» со скидкой до 79%**

Российский рынок сейчас двигают сразу несколько факторов: снижение ключевой ставки, нефть, курс рубля. В такой ситуации сложно опереться на одну идею и считать, что этого достаточно. Намного важнее иметь доступ сразу к нескольким подходам внутри рынка.

Для этого и создан пакет **«Рынок РФ»**. В его составе 6 стратегий:

▪️Российские облигации — для тех, кому важны предсказуемые денежные потоки
▪️Российские дивиденды — если вам ближе соч",https://bitkogan.pro/package-rynok-rf?utm_source=tg&utm_medium=social&utm_campaign=bitkogan_package-rynok-rf_24_03&erid=2W5zFJBghmK) | https://bitkogan.pro/package-rynok-rf?utm_source=tg&utm_medium=social&utm_campaign=bitkogan_package-rynok-rf_24_03&erid=2W5zFJBghmK,"erid, маркировка_рекламы",https://t.me/bitkogan/28540
2026-03-26 09:30,bitkogan,bitkogan,35940,12,82,0.262,"**До старта продвинутого модуля интенсива по опционам — 5 дней**

Мы переходим к практике: расскажем, как выбирать опционную стратегию, вести позицию и принимать решения на реальном рынке. 

Вас ждут:
➡️ текстовые и видео-уроки
➡️ практические вебинары 
➡️ домашние задания, которые помогут начать применять опционы более осознанно и последовательно

▪️Разберем, как формируется цена опциона, и почему формулы из учебников не всегда работают. Вы поймете, как устроены комиссии и ГО на Мосбирже, и раз",https://bitkogan.pro/options?utm_source=tg&utm_medium=social&utm_campaign=bitkogan_options_26_03&erid=2W5zFHNn13w | https://bitkogan.pro/options?utm_source=tg&utm_medium=social&utm_campaign=bitkogan_options_26_03&erid=2W5zFHNn13w),"erid, маркировка_рекламы",https://t.me/bitkogan/28549
2026-03-19 10:30,bitkogan,bitkogan,34407,75,100,0.509,"**Чек-лист перед входом в позицию по опционам**

Прогноз по рынку оказался верным, но позиция ведет себя не так, как вы ожидали. Часто причина такого — в самой конструкции позиции. Поэтому перед входом в сделку полезно пройтись по этому чек-листу. 

▪️**Зачем мне эта позиция?**
Определяем цель: направленное движение, хедж или работа с волатильностью. Под каждую задачу — своя логика. 

▪️**Какой срок подходит под идею?**
Экспирация должна соответствовать сценарию. Если срок выбран неудачно, време",https://bitkogan.pro/options?utm_source=tg&utm_medium=social&utm_campaign=bitkogan_options_19_03&erid=2W5zFGjhyNZ) | https://bitkogan.pro/options?utm_source=tg&utm_medium=social&utm_campaign=bitkogan_options_19_03&erid=2W5zFGjhyNZ,"erid, маркировка_рекламы",https://t.me/bitkogan/28513
2026-03-20 09:15,bitkogan,bitkogan,34333,60,302,1.054,"**VK: признаки восстановления**

Группа VK подтверждает обещанное цифрами.

◽️__Выручка выросла на 8% г/г, до 160 млрд руб.__ Рост умеренный (рекламный рынок в 2025 году показал замедление под влиянием высокой ставки), но в структуре доходов VK выделяются сегменты, которые могут поддерживать масштабирование в будущем: видеореклама +68%, VK Tech +38%, edtech +19%. 

◽️__EBITDA вернулась в плюс и превысила прогноз компании__. Ожидали около 20 млрд руб., по факту — почти 23 млрд. Рентабельность по ",https://max.ru/Bitkogan) | https://max.ru/Bitkogan,маркировка_рекламы,https://t.me/bitkogan/28522
2026-03-20 09:15,bitkogan,bitkogan,30147,20,97,0.388,"**Приложение Bitkogan:
**
▪️готовые стратегии по рынкам России, США и Китая
▪️сделки в режиме реального времени
▪️актуальная аналитика по компаниям и секторам
▪️вебинары и интенсивы для начинающих и профи
▪️закрытый форум с Евгением Коганом и командой Bitkogan

Здесь аналитика превращается в понятные ориентиры для действий.

↗️  [Скачивайте приложение](https://t.me/fasrapp/16/?erid=2W5zFGCbaP3) в Google Play, App Store и AppGallery.",https://t.me/fasrapp/16/?erid=2W5zFGCbaP3 | https://t.me/fasrapp/16/?erid=2W5zFGCbaP3),"erid, маркировка_рекламы",https://t.me/bitkogan/28520
2026-03-06 07:25,habr_com,Хабр,25828,79,93,0.666,"Фемтех Форс Джем 2026 — вторая ежегодная фемтех-конференция

Фемтех Форс объединяет всех, кто развивает технологии для женского здоровья и качества жизни. Фемтех — это направление, где инновации в медицине, технологиях и цифровых решениях работают на благо женщин.

В этом году конференция становится двухдневной! Вместе с экспертами из Flo Health, Oura, Endometrics, Clatch и других компаний обсудим, как ИИ работает с женскими данными, какие биотехнологии уже применяются, как развивается диагности",https://femtechforcejam.com/?utm_source=telegram&utm_medium=habr&utm_campaign=ftfj26&erid=2VSb5y6uMtu | https://femtechforcejam.com/?utm_source=telegram&utm_medium=habr&utm_campaign=ftfj26&erid=2VSb5y6uMtu),"erid, маркировка_рекламы",https://t.me/habr_com/67947
2026-03-05 18:26,thebell_io,The Bell,23124,569,244,3.516,"**Роскомнадзор и ФАС признали размещение любой рекламы в Telegram незаконным**

НАСТОЯЩИЙ МАТЕРИАЛ (ИНФОРМАЦИЯ) ПРОИЗВЕДЕН И РАСПРОСТРАНЕН ИНОСТРАННЫМ АГЕНТОМ THE BELL ЛИБО КАСАЕТСЯ ДЕЯТЕЛЬНОСТИ ИНОСТРАННОГО АГЕНТА THE BELL. 18+

Роскомнадзор направил в Федеральную антимонопольную службу (ФАС) письмо о незаконной рекламе в Telegram-канале блогера о моде Марии Лоскутовой — и 26 февраля ФАС возбудила дело, [сообщил](https://t.me/dimloskutov/437) Telegram-канал «Телеграм Лоскутова», опубликовавший ",https://t.me/thebell_io/36523) | https://rg.ru/2026/03/05/v-fas-zaiavili-o-tom-chto-razmeshchenie-reklamy-v-telegram-narushaet-zakon.html | https://t.me/thebell_io/36621 | https://rg.ru/2026/03/05/v-fas-zaiavili-o-tom-chto-razmeshchenie-reklamy-v-telegram-narushaet-zakon.html) | https://t.me/dimloskutov/437 | https://thebell.site/paywall | https://t.me/dimloskutov/437) | https://thebell.site/paywall). | https://t.me/thebell_io/36621) | https://t.me/thebell_io/36523,маркировка_рекламы,https://t.me/thebell_io/36624
2026-03-06 14:34,thebell_io,The Bell,21832,157,132,1.324,"**Почему ФАС объявила рекламу в Telegram и YouTube незаконной**

НАСТОЯЩИЙ МАТЕРИАЛ (ИНФОРМАЦИЯ) ПРОИЗВЕДЕН И РАСПРОСТРАНЕН ИНОСТРАННЫМ АГЕНТОМ THE BELL ЛИБО КАСАЕТСЯ ДЕЯТЕЛЬНОСТИ ИНОСТРАННОГО АГЕНТА THE BELL. 18+

Сразу после того как Путин публично не возразил, когда военная связистка назвала Telegram «вражеским видом связи», стало известно о делах, которые ФАС возбудила против блогеров за рекламу в Telegram и YouTube. Оба разместили рекламу строго по правилам — с договором, маркировкой и ERID",https://thebell.site/reklama-v-telegram-i-youtube-pod-zapretom-fas-chto-proizoshlo). | https://thebell.site/reklama-v-telegram-i-youtube-pod-zapretom-fas-chto-proizoshlo | https://thebell.site/paywall). | https://thebell.site/paywall,"erid, маркировка_рекламы",https://t.me/thebell_io/36635
2026-02-18 07:50,codecamp,CodeCamp,21116,104,59,0.772,"Ставка на платформизацию выстрелила: Авито снял целую документалку о том, как за 10 лет компания превратилась из площадки для продажи товаров в технологичную экосистему 😐

За 25 минут рассказали про эволюцию разработки и собственные инструменты, которые помогли разрешить возникшие проблемы и вызовы.

Смотрим, где удобнее всего: [YouTube](https://clc.to/-X-tQA/?erid=2VtzqvCrKNU) | [Rutube](https://clc.to/VcHegQ/?erid=2VtzqvCrKNU) | [VK Видео.](https://clc.to/rPf64w/?erid=2VtzqvCrKNU)",https://clc.to/VcHegQ/?erid=2VtzqvCrKNU) | https://clc.to/-X-tQA/?erid=2VtzqvCrKNU) | https://clc.to/rPf64w/?erid=2VtzqvCrKNU | https://clc.to/-X-tQA/?erid=2VtzqvCrKNU | https://clc.to/VcHegQ/?erid=2VtzqvCrKNU | https://clc.to/rPf64w/?erid=2VtzqvCrKNU),"erid, маркировка_рекламы",https://t.me/codecamp/9915
2026-03-02 12:59,codecamp,CodeCamp,21033,73,18,0.433,"15 марта пройдет AI Dev Day — митап о практиках внедрения AI-инструментов в разработку. Яндекс пригласил коллег из Т-Банка, Сбера, Avito и Ozon, чтобы обсудить реальные метрики, ROI и архитектурные решения. 

Программа встречи разделена на два больших тематических блока. В первой части расскажут о том, как крупнейшие IT-компании оценивают эффективность внедрения нейросетей в SDLC и отделяют реальный профит от ожиданий. Вторая часть будет посвящена техническим деталям и разбору конкретных продукт",https://ya.cc/t/SenUDv_-8rqZZb/?erid=2SDnje3o6T3 | https://ya.cc/t/SenUDv_-8rqZZb/?erid=2SDnje3o6T3),"erid, маркировка_рекламы",https://t.me/codecamp/9997
2026-02-14 07:50,codecamp,CodeCamp,20557,189,54,1.182,"Чит-код для крепкого сна без лишней тревоги: бренд Beauty Sleep [выпустил](https://beautysleep.ru/weighted-blanket?utm_source=telegram&utm_medium=blogger&utm_campaign=codecamp_february&erid=2W5zFHR9hRs) новые утяжелённые антистресс-одеяла с 11 слоями. У ближайших аналогов максимум 5-7. 

Главная фишка одеяла — технология глубокого сенсорного давления. Оно мягко давит на тело, повышает уровень серотонина и эндорфинов и снижает уровень кортизола. За счёт этого быстрее расслабляешься и легче засыпа",https://beautysleep.ru/?utm_source=telegram&utm_medium=blogger&utm_campaign=codecamp_february&erid=2W5zFHR9hRs). | https://beautysleep.ru/weighted-blanket?utm_source=telegram&utm_medium=blogger&utm_campaign=codecamp_february&erid=2W5zFHR9hRs) | https://beautysleep.ru/weighted-blanket?utm_source=telegram&utm_medium=blogger&utm_campaign=codecamp_february&erid=2W5zFHR9hRs | https://beautysleep.ru/?utm_source=telegram&utm_medium=blogger&utm_campaign=codecamp_february&erid=2W5zFHR9hRs,"erid, маркировка_рекламы",https://t.me/codecamp/9896
2026-03-13 12:34,codecamp,CodeCamp,20139,75,47,0.606,"Наконец-то технарское шоу с лёгкой иронией: Yandex B2B Tech запустила «Техно на прокачку». В нём инженеры Яндекса соревнуются с «гуру успешного успеха» Ярославом Обещаловым и помогают масштабировать бизнес. В ход идут самые разные инструменты – от ClickHouse до флешки деверя.

В проекте разбирают апгрейд инфраструктуры сети ROSTIC’S — реальный кейс, благодаря которому данные с касс и терминалов начали попадать в отчёты в три раза быстрее.

Залетаем смотреть — на [YouTube](https://www.youtube.com","https://vkvideo.ru/video-200452713_456240392?utm_source=telegram&utm_medium=post&utm_campaign=codecamp/?erid=2SDnjf4Au2h | https://www.youtube.com/watch?v=BI3YBVecy7c&utm_source=telegram&utm_medium=post&utm_campaign=codecamp/?erid=2SDnjf4Au2h), | https://www.youtube.com/watch?v=BI3YBVecy7c&utm_source=telegram&utm_medium=post&utm_campaign=codecamp/?erid=2SDnjf4Au2h | https://www.kinopoisk.ru/film/11313188/?utm_source=telegram&utm_medium=post&utm_campaign=codecamp/?erid=2SDnjf4Au2h | https://vkvideo.ru/video-200452713_456240392?utm_source=telegram&utm_medium=post&utm_campaign=codecamp/?erid=2SDnjf4Au2h) | https://www.kinopoisk.ru/film/11313188/?utm_source=telegram&utm_medium=post&utm_campaign=codecamp/?erid=2SDnjf4Au2h)","erid, маркировка_рекламы",https://t.me/codecamp/10061
2026-02-25 16:01,div_invest,Инвестиции на диване,20063,10,0,0.05,"**📈 Альфа-Инвестиции платят 3000 рублей за рекомендацию**

Буквально за то, что посоветуете другу открыть брокерский счёт. Если он станет клиентом до 28 февраля, получите деньги.

**Как это работает:**

📍 [Отправляете](https://alfa.me/GeA4j7?erid=2VtzqvscW5i) другу пригласительную ссылку
📍 Он открывает счёт и становится клиентом Альфа-Инвестиций
📍 Вы получаете 3000 рублей
📍 Друг тоже подзаработает — до 10 тысяч рублей

👉 Можете сразу вывести или докупить акций на полученную сумму. У меня есть не",https://alfa.me/GeA4j7?erid=2VtzqvscW5i | https://alfa.me/GeA4j7?erid=2VtzqvscW5i),"erid, маркировка_рекламы",https://t.me/div_invest/3065
2026-01-30 15:59,div_invest,Инвестиции на диване,19941,24,0,0.12,"**Народные облигации Черкизово: что за зверь? **

В конце декабря на маркетплейсе Финуслуги стартовало дебютное размещение внебиржевых облигаций Черкизово на 1 млрд рублей. В конце января компания заявила, что из-за повышенного спроса она увеличивает объем в два раза — до 2 млрд рублей. Разберемся, что это это за инструмент, и в чем их отличие от обычных облигаций.

Параметры облигаций:

📍Номинал — 1000 рублей
📍Купон — плавающий
📍Ставка купона — ключевая ставка + 0,7%
📍Периодичность выплат — 30 ",https://finuslugi.ru/invest/bonds/landing/cherkizovo?utm_source=moex&utm_medium=inner_traffic&utm_campaign=sv:no_service%7Cpr:bonds%7Ccp:cherkizovo_launch%7Cdt:29122025 | https://finuslugi.ru/invest/bonds/landing/cherkizovo?utm_source=moex&utm_medium=inner_traffic&utm_campaign=sv:no_service%7Cpr:bonds%7Ccp:cherkizovo_launch%7Cdt:29122025).,"erid, маркировка_рекламы",https://t.me/div_invest/3044
2026-01-25 09:50,codecamp,CodeCamp,19759,66,83,0.754,"😀😃😄😁😆😅🙂🥰😎😊

Сбер запускает программу МАЯКИ для студентов, которые проявляют инициативу, умеют вдохновлять и хотят влиять на будущее уже сейчас. Там ищут тех, кто готов вести за собой, пробовать новое и превращать идеи в реальные проекты.

Молодой. Активный. Яркий. Креативный. Инициативный. Если узнали себя — вам точно стоит попробовать. Подробнее о программе [по ссылке](https://clcker.ru/link/b/704810?erid=2VtzqxgXmAb) 👈",https://clcker.ru/link/b/704810?erid=2VtzqxgXmAb) | https://clcker.ru/link/b/704810?erid=2VtzqxgXmAb,"erid, маркировка_рекламы",https://t.me/codecamp/9742
2026-02-12 07:50,codecamp,CodeCamp,19673,49,44,0.473,"Устраиваемся в Яндекс за 2 дня: ребята [проведут](https://clck.ru/3RipBs/?erid=2Vtzqvavs71) для опытных разработчиков Weekend Offer Multitrack 14-15 марта. 

Приглашают специалистов с опытом от 5 лет на C++, Python, Go или Java/Kotlin. Как всё проходит: до 6 марта регистрация на сайте, 14 марта технические секции, а 15 марта финальная секция и офер 💃

После получения офера будет возможность выбрать и поочерёдно поработать в трех командах, чтобы лучше познакомиться с коллегами и процессами.

Подр",https://clck.ru/3RipBs/?erid=2Vtzqvavs71 | https://clck.ru/3RipBs/?erid=2Vtzqvavs71),"erid, маркировка_рекламы",https://t.me/codecamp/9884
2026-02-24 14:21,codecamp,CodeCamp,19524,25,44,0.353,"Последний шанс залететь в уходящий вагон: совсем скоро закончится [отбор](https://vbudushee.ru/vmeste/mayaki/?erid=2W5zFG6SWs3) на крутейший проект «МАЯКИ» от Сбера и фонда «Вклад в будущее» — это возможность воплотить свои идеи и получить 300 000 рублей на их реализацию 💃

Зовут студентов, которые умеют проверять гипотезы, брать на себя инициативу, быстро учиться и доводить начатое до результата. По итогам отбора поучаствовать в проекте смогут только 300 сильнейших.

Если ты из тех, кто не ждёт",https://vbudushee.ru/vmeste/mayaki/?erid=2W5zFG6SWs3 | https://vbudushee.ru/vmeste/mayaki/?erid=2W5zFG6SWs3),"erid, маркировка_рекламы",https://t.me/codecamp/9957
2026-03-12 16:34,habr_com,Хабр,19388,30,50,0.413,"📣 **Фемтех Форс Джем 2026 — уже в эту пятницу!**

13-14 марта наши партнёры проведут [**онлайн-конференцию Фемтех Форс Джем 2026**](https://femtechforcejam.com/?utm_source=telegram&utm_medium=habr&utm_campaign=ftfj26&erid=2VSb5wEqLhw), посвящённую будущему женского здоровья.

Мероприятие объединит тех, кто работает на стыке биотехнологий, медицины и диджитал-продуктов: от применения ИИ в диагностике до биоинженерии репродуктивной системы и новых подходов к медицинским данным. **Опытом поделятся ","https://femtechforcejam.com/?utm_source=telegram&utm_medium=habr&utm_campaign=ftfj26&erid=2VSb5wEqLhw) | https://femtechforcejam.com/?utm_source=telegram&utm_medium=habr&utm_campaign=ftfj26&erid=2VSb5wEqLhw), | https://femtechforcejam.com/?utm_source=telegram&utm_medium=habr&utm_campaign=ftfj26&erid=2VSb5wEqLhw","erid, маркировка_рекламы",https://t.me/habr_com/67993
2026-02-12 08:44,codecamp,CodeCamp,19172,212,175,2.019,"Новая победа Микрослопа: редмондские ~~инженеры~~ вайбкодеры [«модернизировали»](https://www.windowslatest.com/2026/02/12/microsoft-confirms-8-8-rated-security-issue-in-windows-11-notepad-due-to-modernization-efforts-patch-tuesday-fix-rolling-out/) Блокнот так, что теперь через него можно взломать ваш ПК 🤡

— Блокнот научился рендерить ссылки, но его обработчик позволяет выполнять произвольные команды в системе;
— Схема атаки: открываете вредоносный .md из почты, кликаете по гиперссылке — и запу",https://www.windowslatest.com/2026/02/12/microsoft-confirms-8-8-rated-security-issue-in-windows-11-notepad-due-to-modernization-efforts-patch-tuesday-fix-rolling-out/ | https://www.windowslatest.com/2026/02/12/microsoft-confirms-8-8-rated-security-issue-in-windows-11-notepad-due-to-modernization-efforts-patch-tuesday-fix-rolling-out/),link:test.,https://t.me/codecamp/9885
2026-01-27 13:42,codecamp,CodeCamp,18846,10,33,0.228,"Такое спасибо можно намазать на хлеб: Сбер напомнил, как выгоднее всего копить кешбэк с ежемесячными категориями. 

Для этого достаточно [выбирать оплату](https://www.sberbank.ru/ru/person/payments/sberpay?utm_source=tg_codecamp&utm_medium=fix&utm_campaign=frk4_acquiring_oplata-bluetooth-bio_january-december-2026&utm_content=all&utm_term=1080x1080_txt-sberpay-spasibo&erid=2Vfnxx155Pw) в интернете со SberPay, смартфоном со Вжух или SberPay NFC, QR-кодом на терминале или улыбкой. С ними ни один бо",https://www.sberbank.ru/ru/person/payments/sberpay?utm_source=tg_codecamp&utm_medium=fix&utm_campaign=frk4_acquiring_oplata-bluetooth-bio_january-december-2026&utm_content=all&utm_term=1080x1080_txt-sberpay-spasibo&erid=2Vfnxx155Pw | https://www.sberbank.ru/ru/person/payments/sberpay?utm_source=tg_codecamp&utm_medium=fix&utm_campaign=frk4_acquiring_oplata-bluetooth-bio_january-december-2026&utm_content=all&utm_term=1080x1080_txt-sberpay-spasibo&erid=2Vfnxx155Pw),"erid, маркировка_рекламы",https://t.me/codecamp/9755
2026-03-06 13:06,thebell_io,The Bell,18747,166,149,1.68,"**ФАС возбудила дело о рекламе и на YouTube**

НАСТОЯЩИЙ МАТЕРИАЛ (ИНФОРМАЦИЯ) ПРОИЗВЕДЕН И РАСПРОСТРАНЕН ИНОСТРАННЫМ АГЕНТОМ THE BELL ЛИБО КАСАЕТСЯ ДЕЯТЕЛЬНОСТИ ИНОСТРАННОГО АГЕНТА THE BELL. 18+

Вслед за делом о рекламе в Telegram ФАС возбудила аналогичное дело в отношении рекламы на YouTube — по письму Роскомнадзора о рекламе ореховых батончиков в канале блогера Александры Посновой (2,5 млн подписчиков). Дело возбуждено 25 февраля — на день раньше дела за рекламу в Telegram для фэшн-блогера М",https://t.me/posnovaalexandra/8485 | https://t.me/thebell_io/36624 | https://www.kommersant.ru/doc/8481253 | https://t.me/posnovaalexandra/8485) | https://t.me/thebell_io/36624) | https://thebell.site/paywall | https://www.kommersant.ru/doc/8481253) | https://thebell.site/paywall).,"erid, маркировка_рекламы",https://t.me/thebell_io/36633
2026-03-04 11:25,codecamp,CodeCamp,18411,91,22,0.614,"Тимлиды, это вам: 28 марта Яндекс проведет ежегодную практическую конфу Dream → Teamlead. Там будут обсуждать не код или фичи, а процессы, которые позволяют построить эффективные и здоровые команды. 

С тимлидами из Яндекса, Т-Банка, Х5 и других компаний разберёте стили лидерства, влияние ИИ на разработку и практику экспедиционного управления. Плюс приглашенные эксперты расскажут про искусство переговоров, как создавать убедительные презентации и сохранять ментальную гигиену.

Успеваем [зарегист",https://ya.cc/t/jK-3U8F28tY4Sx/?erid=2SDnjdxFzXT | https://ya.cc/t/jK-3U8F28tY4Sx/?erid=2SDnjdxFzXT),"erid, маркировка_рекламы",https://t.me/codecamp/10014
2026-03-04 07:50,codecamp,CodeCamp,18131,88,18,0.585,"Тренируем нестандартное мышление без скучной теории: команда KPOK выкатила спецпроект OUT OF THE BOX для тех, кто хочет мыслить в работе шире и смелее.

Внутри реальные кейсы из IT-практики, но с подвохом. Спойлер: привычные подходы не сработают, придётся ломать шаблоны и искать неожиданные решения. Самые сильные идеи, отправленные до 30 марта, наградят полезными призами.

Качаем свою креативность [здесь и сейчас](https://clck.ru/3S5zMa/?erid=2W5zFGgjzRo)💃",https://clck.ru/3S5zMa/?erid=2W5zFGgjzRo | https://clck.ru/3S5zMa/?erid=2W5zFGgjzRo)💃,"erid, маркировка_рекламы",https://t.me/codecamp/10012
2026-01-27 15:59,div_invest,Инвестиции на диване,18111,15,0,0.083,"**Совет на $1 млрд**

В 1998 два студента попросили совет по их алгоритму у своего профессора Стэнфорда Дэвида Черитона.

Черитон увидел в них потенциал и дал не только совет, но и вложил $100 000. Так Черитон стал одним из первых инвесторов Google. И сегодня его доля оценивается в $1 млрд.

В итоге знакомство с основателями, знания, чутьё на стартапы и готовность вложить $100 000 сделали Черитона миллиардером.

**Но сегодня это не обязательно, чтобы стать бизнес-ангелом.**

С такими инвестициям",https://brainbox.vc/event/divinvestdavid)** | https://brainbox.vc/event/divinvestdavid?erid=2VSb5yhZxHf | https://brainbox.vc/event/spydellfinancedavid?erid=2VSb5wEmG33 | https://brainbox.vc/event/divinvestdavid). | https://brainbox.vc/event/divinvestdavid?erid=2VSb5yhZxHf) | https://brainbox.vc/event/spydellfinancedavid?erid=2VSb5wEmG33) | https://brainbox.vc/event/divinvestdavid,"erid, маркировка_рекламы",https://t.me/div_invest/3039
2026-03-30 11:00,bitkogan,bitkogan,16909,52,125,1.047,"**Как заработать на старте самого высокого небоскреба Москвы?  **

Премиальная недвижимость остается одним из самых понятных и надежных активов в сравнении с акциями и облигациями.
Например, в 2021 г. в районе Пресни можно было купить квартиру за 30 млн, сейчас эта квартира стоит 100 млн. При этом локации недалеко от Кремля исторически не дешевеют.

Поэтому стоит обратить внимание на [проект «АУРУС Резиденции»](https://aurus-residences.ru/?utm_source=telegram&utm_medium=cpm&utm_campaign=bitkogan",https://aurus-residences.ru/?utm_source=telegram&utm_medium=cpm&utm_campaign=bitkogan&erid=2W5zFHSiQbT) | https://aurus-residences.ru/?utm_source=telegram&utm_medium=cpm&utm_campaign=bitkogan&erid=2W5zFHSiQbT | https://aurus-residences.ru/?utm_source=telegram&utm_medium=cpm&utm_campaign=bitkogan&erid=2W5zFHSiQbT)для | о строител,"erid, маркировка_рекламы",https://t.me/bitkogan/28566
2026-03-24 08:01,habr_com,Хабр,16864,29,25,0.32,"**Как продвигать клинику в эпоху умников?**

Бюджеты тают быстрее надежд на дешёвые лиды. Классический перформанс разбивается о суровые законы, а по ту сторону экрана сидит подкованный пациент. **Он уже нагуглил симптомы и готов на равных спорить с профессурой.**

Прямая реклама вызывает у таких эрудитов нервный тик. Приходится действовать тоньше — упаковывать экспертизу в лонгриды, перехватывать выдачу ИИ и виртуозно уворачиваться от «культуры отмены».

7 апреля обсудим всё это на [**бесплатной",https://u.habr.com/n7OCd). | https://u.habr.com/n7OCd,маркировка_рекламы,https://t.me/habr_com/68105
2026-03-23 11:20,codecamp,CodeCamp,16043,82,32,0.711,"Одна неделя и офер в руках: Яндекс [зовет](https://clck.ru/3Sffj8/?erid=2VtzqvERo49) бэкенд-разработчиков на свой Week Offer Backend*. Пройдет в онлайн-формате с 11 по 17 апреля.

Кого конкретно ищут:
— Бэкенд-разработчиков c опытом работы от 4 лет на C++, Python, Java/Kotlin, Go**;
— Стажёров-разработчиков c навыком кодинга на C++, Python, Java, Kotlin, Go** и базой по алгоритмам и структурам данных.

Заявки [принимают](https://clck.ru/3Sffj8/?erid=2VtzqvERo49) только до 8 апреля. Если хотели п",https://clck.ru/3Sffj8/?erid=2VtzqvERo49 | https://clck.ru/3Sffj8/?erid=2VtzqvERo49),"erid, маркировка_рекламы",https://t.me/codecamp/10133
2026-03-24 07:50,codecamp,CodeCamp,15745,31,20,0.324,"Фанаты спортивного программирования, это вам: открылся набор заявок на МТС True Tech Hack 2026 с призовым фондом 1 500 000 рублей. 

Зовут инженеров данных, разработчиков и системных аналитиков. Будет командное онлайн-соревнование с финалом в Москве. Если нет команды — помогут найти.

Всего будет три задачки на выбор, у каждой есть уникальная техническая фишка. Для всех финалистов — приглашение на закрытую вечеринку, а лучших участников могут позвать на стажировку.

Успеваем [зарегистрироваться]",https://truetechhack.ru/?utm_source=tg_seeding&utm_medium=cpp&utm_campaign=true_tech_hack2026&utm_content=codecamp_&erid=2VtzqwXgLoF) | https://truetechhack.ru/?utm_source=tg_seeding&utm_medium=cpp&utm_campaign=true_tech_hack2026&utm_content=codecamp_&erid=2VtzqwXgLoF,"erid, маркировка_рекламы",https://t.me/codecamp/10143
2026-01-26 12:46,startupoftheday,Стартап дня. Александр Горный.,15478,18,74,0.594,"О том, что американский ТикТок надо у китайцев забрать, говорили ещё в 2020 году, в позапрошлой жизни. Многие стартапы столько вообще не живут, а тут всё это время одна сделка обсуждалась. Сколько юристы и лоббисты заработали — прямо страшно подумать. Но вот эпопея окончена. Об этом и других событиях — в свежем выпуске новостей.

TikTok без США
Австралия без соцсетей
Британия без запрещенки
YouTube без VPN
Реклама в ChatGPT
72% домашних страниц
Увольнение за измену
119 место
Медь для Амазона
Ele",https://youtu.be/NVk72JqXvWM,маркировка_рекламы,https://t.me/startupoftheday/4840
2026-03-27 09:50,codecamp,CodeCamp,14221,105,21,0.886,"Отменная порция скидок: Яндекс Путешествия поделились промокодами, с которыми можно [забронить](https://clck.ru/3Sn8Rq?erid=CQH36pWzJqE1dR7FvyDWwYa4nUsaEscWWYzQHG2TuGVdVS) жилье на апрель и май по выгоде до 29 марта. 

`NERABOTA20` — скидка 20% (максимум 50 000 ₽) на путешествия до 15 апреля.

`NERABOTA15` — скидка 15% (максимум 5000 ₽) на путешествия до 30 апреля.

`NERABOTA-MAY` — скидка 10% (максимум 5000 ₽) на путешествия до 31 мая.

Разбираем скорее, дедлайны и созвоны подождут 😊",https://clck.ru/3Sn8Rq?erid=CQH36pWzJqE1dR7FvyDWwYa4nUsaEscWWYzQHG2TuGVdVS) | https://clck.ru/3Sn8Rq?erid=CQH36pWzJqE1dR7FvyDWwYa4nUsaEscWWYzQHG2TuGVdVS,"erid, маркировка_рекламы",https://t.me/codecamp/10172
2026-02-16 16:01,div_invest,Инвестиции на диване,14031,11,0,0.078,"**📈 Трейдер заработал 280 тысяч рублей на ММК за один день**

Ему удалось поймать движение на акциях металлургов благодаря кластерному анализу в [веб-терминале Альфа-Инвестиций](https://alfa.me/k32bo1?erid=2VtzqviiAoN).

Как проводили сделку:

📍 Вход: **30 рублей **при пробое кластера вверх
📍 Стоп: **29,6 рубля  **
📍 Выход: **31,40** на следующем кластерном уровне
📍 Плечо: **x2** на депозите 3 млн

👉 Кластерный анализ помог точно определить уровень входа и зафиксировать **почти 10%** прибыли с у",https://alfa.me/k32bo1?erid=2VtzqviiAoN | https://alfa.me/k32bo1?erid=2VtzqviiAoN).,"erid, маркировка_рекламы",https://t.me/div_invest/3059
